model_name,lf_type,n_good_lfs,n_lfs,run_id,good_mean,good_std,bad_mean,bad_std,total_mean,total_std,acc,mcc
flyingsquid,constant,5,10,0,0.8374816109791154,0.003809263584732822,0.9654146294577363,0.0,0.9227702899648628,0.060348290872674334,0.36,0.22886445493381635
flyingsquid,constant,5,15,0,0.8014219627209431,0.0008929550319281392,0.9815337213555964,0.0,0.936505781696933,0.07799195722563274,0.304,0.1440580122029793
flyingsquid,constant,5,20,0,0.7788121085326747,0.0009684518102564429,0.9885387164727615,1.1102230246251565e-16,0.9465933948847441,0.08389176117039472,0.366,0.21619243521837245
flyingsquid,constant,5,25,0,0.7597811551414952,0.0006691290396813969,0.9922985961208586,1.1102230246251565e-16,0.9535456892909645,0.08665456457169937,0.306,0.16356691176454288
flyingsquid,constant,5,50,0,0.7240412832769831,0.0004532982813104087,0.9977626600808961,0.0,0.9728788985532675,0.07868948187386976,0.28,0.10504767484853564
flyingsquid,constant,5,75,0,0.7095962816162327,0.0007384906185888078,0.9989629925513286,1.1102230246251565e-16,0.9808775731178851,0.07004477158773693,0.335,0.1681645048195813
flyingsquid,constant,5,100,0,0.7022239024858292,6.26492281052187e-05,0.9994077286025076,0.0,0.9852561178350467,0.0632879288109156,0.331,0.1652242147008031
weasel_nofeats,bad,5,0,1,2.2360682,0.5041774,,,2.2360682,0.5041774,0.998,0.9975009821585699
weasel_nofeats,bad,5,1,1,1.5105417,0.21694404,4.694741,0.0,2.0412416,1.2030927,0.808,0.7653818113541342
weasel_nofeats,bad,5,2,1,1.485184,0.16614413,2.9014182,0.26961553,1.8898224,0.6706839,0.698,0.6296112685253393
weasel_nofeats,bad,5,3,1,1.533603,0.10705009,2.15804,0.051795814,1.767767,0.31552538,0.623,0.5367259779427997
weasel_nofeats,bad,5,4,1,1.5231524,0.24094164,1.8460596,0.10804965,1.6666666,0.2513679,0.497,0.3743534354415458
weasel_nofeats,bad,5,5,1,1.5996523,0.22620143,1.5626253,0.08706557,1.5811388,0.17238475,0.547,0.4368440812151554
weasel_nofeats,bad,5,6,1,1.459325,0.18261473,1.54775,0.23088141,1.5075568,0.21487895,0.503,0.3825408000126173
weasel_nofeats,bad,5,7,1,1.7028606,0.26241282,1.2580296,0.05562853,1.4433757,0.2803419,0.474,0.3495047747882325
weasel_nofeats,bad,5,8,1,1.8101776,0.09918775,1.1221085,0.10686089,1.3867505,0.35052496,0.494,0.3739222448936228
weasel_nofeats,bad,5,9,1,1.7946371,0.15600568,1.0816779,0.14957725,1.3363062,0.37387028,0.465,0.3357786632111562
weasel_nofeats,bad,5,10,1,1.9204725,0.105128214,0.97625524,0.31505942,1.2909944,0.5176682,0.648,0.5696220752267248
weasel_nofeats,bad,5,15,1,2.0679016,0.12922034,0.8014115,0.24471444,1.118034,0.5914709,0.56,0.4626376995269797
weasel_nofeats,bad,5,20,1,2.3056686,0.5706847,0.67358285,0.28310752,0.99999994,0.7452844,0.671,0.6000247239003785
weasel_nofeats,bad,5,25,1,2.4738605,0.33827734,0.60067296,0.32859123,0.912871,0.7722607,0.644,0.571161513576826
weasel_nofeats,bad,5,50,1,3.0438983,1.2259568,0.43723,0.30938858,0.67419994,0.88611513,0.743,0.6801397048101899
weasel_nofeats,bad,5,75,1,0.56798905,0.057432424,0.55841887,0.05315384,0.55901706,0.053481482,0.32,0.15533584673109554
weasel_nofeats,bad,5,100,1,1.5029526,0.25156543,0.4371999,0.08298221,0.48795003,0.24715023,0.272,0.08864074872124575
weasel_nofeats,random,5,0,1,2.2360682,0.5041774,,,2.2360682,0.5041774,0.998,0.9975009821585699
weasel_nofeats,random,5,1,1,1.7358062,0.46867716,3.5684175,0.0,2.0412414,0.80591685,0.999,0.9987499330238997
weasel_nofeats,random,5,2,1,1.4537209,0.18903862,2.9800756,0.06944513,1.8898222,0.7087766,0.977,0.9716804665302563
weasel_nofeats,random,5,3,1,1.3591706,0.21113895,2.4487607,0.06390983,1.767767,0.5546581,0.978,0.9728582611200431
weasel_nofeats,random,5,4,1,1.3391216,0.18484345,2.0760982,0.09454298,1.6666667,0.39631003,0.96,0.9513578015496071
weasel_nofeats,random,5,5,1,1.3533722,0.17255865,1.8089054,0.1914124,1.5811388,0.2916937,0.99,0.9875871962782372
weasel_nofeats,random,5,6,1,1.258889,0.25733444,1.7147799,0.15472776,1.5075568,0.30771542,0.959,0.9498243364758532
weasel_nofeats,random,5,7,1,1.4261509,0.38187045,1.455679,0.19023257,1.4433757,0.28650004,0.987,0.9838862639761781
weasel_nofeats,random,5,8,1,1.0795681,0.08298182,1.5787395,0.097755566,1.3867505,0.25981686,0.994,0.9925058023754258
weasel_nofeats,random,5,9,1,1.1398128,0.09821058,1.445469,0.0788898,1.3363063,0.16998659,0.989,0.9863523857768727
weasel_nofeats,random,5,10,1,1.0306602,0.12237663,1.4211614,0.08759338,1.2909944,0.20974754,0.992,0.9900434330719664
weasel_nofeats,random,5,15,1,0.8994929,0.08559262,1.190881,0.062212233,1.118034,0.14371623,0.989,0.9863179770670563
weasel_nofeats,random,5,20,1,0.9453799,0.12975477,1.0136551,0.02694392,0.99999994,0.06851187,0.993,0.991291513955088
weasel_nofeats,random,5,25,1,0.7651907,0.034570523,0.94240683,0.036376998,0.9128708,0.07525829,1.0,1.0
weasel_nofeats,random,5,50,1,0.6218137,0.06764667,0.67943853,0.024655005,0.6741999,0.035256855,0.997,0.9962511359648927
weasel_nofeats,random,5,75,1,0.5258957,0.058758743,0.56122506,0.028866908,0.559017,0.032712974,0.963,0.9537373269918636
weasel_nofeats,random,5,100,1,0.498103,0.040979236,0.4874424,0.023166204,0.48795003,0.024417983,0.991,0.9887518467245917
weasel_nofeats,constant,5,0,1,2.2360682,0.5041774,,,2.2360682,0.5041774,0.998,0.9975009821585699
weasel_nofeats,constant,5,1,1,1.7567005,0.5351325,3.463946,0.0,2.0412414,0.8021576,0.999,0.9987505665472545
weasel_nofeats,constant,5,2,1,1.6883599,0.17683837,2.3934786,0.21306539,1.8898224,0.36983156,0.998,0.9975037166877032
weasel_nofeats,constant,5,3,1,1.8736871,0.33911732,1.5912331,0.031056494,1.7677668,0.3015552,0.999,0.9987505665472545
weasel_nofeats,constant,5,4,1,1.9103245,0.3983891,1.3620944,0.11864996,1.6666665,0.41066116,0.998,0.9975029855707442
weasel_nofeats,constant,5,5,1,1.8428545,0.28143138,1.3194228,0.093177475,1.5811388,0.3353178,0.996,0.9950074101083847
weasel_nofeats,constant,5,6,1,1.9952481,0.36959323,1.1011473,0.08757688,1.5075569,0.5142725,0.99,0.987499234580844
weasel_nofeats,constant,5,7,1,2.1217763,0.37206715,0.9588037,0.05825113,1.4433757,0.6232128,0.998,0.9975042391047422
weasel_nofeats,constant,5,8,1,2.1595283,0.118697055,0.9037645,0.12960184,1.3867503,0.6236955,0.998,0.9975042391047422
weasel_nofeats,constant,5,9,1,2.1040847,0.10346115,0.9097624,0.11145368,1.3363062,0.5824944,0.997,0.9962576418939791
weasel_nofeats,constant,5,10,1,2.3486924,0.34841195,0.7621455,0.15252346,1.2909945,0.78443277,1.0,1.0
weasel_nofeats,constant,5,15,1,2.4488037,0.39297333,0.67444414,0.1227281,1.1180339,0.8001372,0.997,0.9962550939852731
weasel_nofeats,constant,5,20,1,2.834847,0.9231122,0.5412883,0.1104123,1.0,1.0108639,0.999,0.998750845605778
weasel_nofeats,constant,5,25,1,2.7632537,0.64954627,0.5427944,0.10896063,0.91287094,0.8746401,0.997,0.996257469556761
weasel_nofeats,constant,5,50,1,3.4075103,0.5964499,0.4008688,0.09787095,0.6741999,0.8877769,0.996,0.9950120619106458
weasel_nofeats,constant,5,75,1,4.191699,1.9668732,0.3168382,0.21775009,0.559017,1.0798135,0.969,0.962162659634095
weasel_nofeats,constant,5,100,1,4.5917544,1.0665644,0.2827598,0.12988481,0.48795003,0.9551423,0.993,0.9912932481073848
weasel,bad,5,0,1,2.236068,0.69026035,,,2.236068,0.69026035,0.997,0.9962564019015362
weasel,bad,5,1,1,1.537296,0.0786794,4.5609694,0.0,2.0412416,1.1291432,0.793,0.7426938849305815
weasel,bad,5,2,1,1.5310861,0.108218625,2.786663,0.106238484,1.8898224,0.57733816,0.682,0.6073258211800138
weasel,bad,5,3,1,1.5313201,0.14178607,2.1618445,0.065975375,1.7677668,0.3276816,0.606,0.5114369292946092
weasel,bad,5,4,1,1.5583893,0.15348916,1.8020134,0.19978923,1.6666666,0.21326886,0.446,0.3072957472430909
weasel,bad,5,5,1,1.6208484,0.14748731,1.5414289,0.15714386,1.5811388,0.15748084,0.525,0.408113846737791
weasel,bad,5,6,1,1.7299706,0.2881838,1.3222117,0.27066943,1.5075568,0.34486854,0.471,0.33949262473139297
weasel,bad,5,7,1,1.630991,0.25009087,1.3093649,0.23627992,1.4433757,0.28942966,0.509,0.3867355781308752
weasel,bad,5,8,1,1.6667023,0.2440375,1.2117807,0.38665053,1.3867505,0.40483055,0.52,0.4010650721763704
weasel,bad,5,9,1,1.7289646,0.447331,1.1181626,0.27524716,1.3363062,0.45368,0.631,0.5398508422996041
weasel,bad,5,10,1,1.8209308,0.26626283,1.0260261,0.2016208,1.2909944,0.4372058,0.743,0.679215714301114
weasel,bad,5,15,1,1.8717492,0.3127839,0.86679566,0.25684375,1.1180341,0.5131248,0.779,0.724469968573545
weasel,bad,5,20,1,2.0654302,0.51760775,0.73364246,0.27334008,0.99999994,0.63019097,0.848,0.8109716395371062
weasel,bad,5,25,1,2.3050547,0.62765855,0.6344341,0.3610533,0.912871,0.74961805,0.795,0.7476163034556745
weasel,bad,5,50,1,2.778055,0.8073559,0.46381438,0.2534337,0.6741998,0.7485099,0.86,0.8262760573381153
weasel,bad,5,75,1,0.592682,0.07391685,0.55677265,0.05905383,0.559017,0.060715996,0.32,0.1551937961524378
weasel,bad,5,100,1,2.925396,0.75432926,0.3660777,0.38759184,0.48795,0.68353987,0.661,0.576136461346613
weasel,random,5,0,1,2.236068,0.69026035,,,2.236068,0.69026035,0.997,0.9962564019015362
weasel,random,5,1,1,1.901749,0.34521693,2.7387035,0.0,2.0412414,0.44339928,0.999,0.9987499330238997
weasel,random,5,2,1,1.7211626,0.18703933,2.3114722,0.10312772,1.8898224,0.31486893,1.0,1.0
weasel,random,5,3,1,1.5556412,0.21584322,2.1213095,0.030808076,1.7677668,0.32321674,1.0,1.0
weasel,random,5,4,1,1.8479818,0.3054453,1.4400228,0.0378584,1.6666667,0.30587992,0.997,0.996259915722854
weasel,random,5,5,1,1.5835779,0.13743848,1.5786997,0.042570073,1.5811388,0.10176798,1.0,1.0
weasel,random,5,6,1,1.9185683,0.16969307,1.165047,0.016190378,1.5075568,0.3924377,0.995,0.9937525517998061
weasel,random,5,7,1,1.4487718,0.085422345,1.4395216,0.03835349,1.4433757,0.062604174,1.0,1.0
weasel,random,5,8,1,1.8033705,0.19895889,1.1263629,0.022970557,1.3867505,0.3521821,0.999,0.9987496185052883
weasel,random,5,9,1,1.1315548,0.1492552,1.450057,0.035495926,1.336306,0.17904395,0.998,0.9975013110675811
weasel,random,5,10,1,1.2103074,0.03661516,1.331338,0.030519811,1.2909944,0.06575003,0.999,0.9987500205084096
weasel,random,5,15,1,1.2851104,0.1043085,1.0623418,0.024935836,1.118034,0.11176426,0.997,0.9962588053786263
weasel,random,5,20,1,0.98583335,0.072983734,1.0035417,0.030799871,1.0,0.043294385,0.996,0.995011999235588
weasel,random,5,25,1,0.78781813,0.050466422,0.93788147,0.033736654,0.91287094,0.06708638,0.998,0.9975028604883778
weasel,random,5,50,1,0.7779187,0.045830827,0.6638281,0.021789078,0.6742,0.041210603,0.999,0.9987503928701553
weasel,random,5,75,1,0.6301666,0.08791345,0.55427366,0.026357062,0.559017,0.038364165,0.965,0.956230383477236
weasel,random,5,100,1,0.5582965,0.04572236,0.48443273,0.022675067,0.48795006,0.028924992,0.994,0.9924967413607361
weasel,constant,5,0,1,2.236068,0.69026035,,,2.236068,0.69026035,0.997,0.9962564019015362
weasel,constant,5,1,1,1.8294834,0.19188656,3.1000314,0.0,2.0412414,0.5048672,0.999,0.9987505665472545
weasel,constant,5,2,1,2.021852,0.36672208,1.5597477,0.115905225,1.8898224,0.3787859,1.0,1.0
weasel,constant,5,3,1,2.0709457,0.4350476,1.2624689,0.040547576,1.767767,0.5216356,1.0,1.0
weasel,constant,5,4,1,2.1057367,0.25685152,1.1178292,0.19464925,1.6666667,0.54264987,0.995,0.9937665141478029
weasel,constant,5,5,1,2.2740517,0.20468791,0.88822603,0.13995542,1.5811388,0.7147521,0.995,0.9937685524604439
weasel,constant,5,6,1,2.5626507,0.2926337,0.6283118,0.05485047,1.5075568,0.9839978,0.99,0.9875112103378262
weasel,constant,5,7,1,2.4747534,0.3074376,0.7066774,0.12636693,1.4433757,0.8991728,1.0,1.0
weasel,constant,5,8,1,2.308426,0.16225356,0.8107033,0.16731647,1.3867505,0.74718237,0.996,0.9950034763713267
weasel,constant,5,9,1,2.400467,0.33887708,0.74510574,0.15103905,1.3363062,0.8275331,0.998,0.9975029855707442
weasel,constant,5,10,1,2.6435852,0.35479447,0.614699,0.09428507,1.2909945,0.9811407,1.0,1.0
weasel,constant,5,15,1,2.7198424,0.27901328,0.5840977,0.14233857,1.118034,0.94335616,0.996,0.9950109661240227
weasel,constant,5,20,1,2.8301268,0.33581984,0.54246837,0.13599245,1.0,0.93524927,0.999,0.998750845605778
weasel,constant,5,25,1,2.9398508,0.35389552,0.50747496,0.10222574,0.91287094,0.92266554,0.997,0.9962523967459264
weasel,constant,5,50,1,3.4037902,0.5878101,0.4012408,0.09997396,0.6741999,0.8863203,0.995,0.9937565186544038
weasel,constant,5,75,1,4.260251,1.170088,0.31226805,0.17963837,0.559017,1.0144446,0.977,0.9716720150058052
weasel,constant,5,100,1,4.4423943,1.2238683,0.2902278,0.13390201,0.48795,0.93289,1.0,1.0
snorkel,bad,5,0,1,0.4784675715755733,0.005810283256369825,,,0.4784675715755733,0.005810283256369825,0.999,0.9987505081774701
snorkel,bad,5,1,1,0.4895582541461533,0.0025015840377059506,0.40918494923956406,0.0,0.4761627033283884,0.03004028701823646,1.0,1.0
snorkel,bad,5,2,1,0.49456892837864486,0.0001408500156258712,0.430520814392904,2.4983162672631565e-05,0.47626946723986174,0.028934236533469708,1.0,1.0
snorkel,bad,5,3,1,0.4909742320306815,0.0014510395422498836,0.45325138196673587,0.0,0.4768281632567019,0.018298489471611275,1.0,1.0
snorkel,bad,5,4,1,0.10851763489992186,0.000498685407351397,0.10600180522484692,0.0002589753451548302,0.10739948837766633,0.0013155919497397281,0.981,0.9763242705428721
snorkel,bad,5,5,1,0.11087499754975312,0.00014131163693598096,0.11083503691623449,5.867059250054733e-05,0.1108550172329938,0.00011002191434777207,0.686,0.6191989100743143
snorkel,bad,5,6,1,0.11170822164628129,8.814930405576837e-05,0.11567922855125719,3.1299308429130976e-05,0.11387422541263179,0.0019783098603970116,0.237,0.04647180296442908
snorkel,bad,5,7,1,0.11237431656715069,0.000517230572940649,0.12046403676314973,0.0001204918534971951,0.1170933200148168,0.004003293985510609,0.228,0.03542528659922788
snorkel,bad,5,8,1,0.11258939526864069,0.0005352805332043626,0.12503612586394167,0.0003025209422341502,0.12024892178882592,0.006069121676610864,0.21,0.012650470680033245
snorkel,bad,5,9,1,0.1162731291096157,2.4716252447110777e-05,0.12980398242090896,0.0007743870309152951,0.12497153480973279,0.006513087866423443,0.205,0.0063966524921125305
snorkel,bad,5,10,1,0.5039140006864631,0.001047446034960285,0.615510434661904,0.0041044358976059245,0.5783116233367571,0.05271716771379942,0.213,0.01642713698877737
snorkel,bad,5,15,1,0.48456296868315596,0.0019277106839965163,0.7160498262426374,0.0020375437206107223,0.6581781118527671,0.1002569134010146,0.206,0.007833597213177133
snorkel,bad,5,20,1,0.3635347403738309,0.0011766037505327848,0.5802956875700345,0.009814571411180606,0.5369434981307939,0.08714922171521988,0.214,0.017986746464706403
snorkel,bad,5,25,1,0.41959580866126434,0.00631973312711822,0.9845089407239611,0.03363588601073121,0.890356752046845,0.21277368342371455,0.205,0.006779597582389967
snorkel,bad,5,50,1,0.08966673060297085,3.357213777135279e-05,0.12737524879539844,0.0028293849806123564,0.12394720168699594,0.011171070951714069,0.217,0.021641489353628644
snorkel,bad,5,75,1,0.11797211416814965,0.003516859545431768,0.9969230256319626,0.016543884197117803,0.941988593665474,0.2133641115530785,0.213,0.016534177640941408
snorkel,bad,5,100,1,0.24827665849481298,0.0018215698647904084,0.9967463868871281,0.015189121868166082,0.9611049712493988,0.1600815149819244,0.212,0.015359271316461247
snorkel,random,5,0,1,0.4784675715755733,0.005810283256369825,,,0.4784675715755733,0.005810283256369825,0.999,0.9987505081774701
snorkel,random,5,1,1,0.5037156532088336,0.002542388125359204,0.42099812990301144,0.0,0.4899293993245299,0.03091424313530952,0.999,0.9987498998950111
snorkel,random,5,2,1,0.27225450970040876,7.470304763978005e-05,0.23005140839184912,0.00014740913862720806,0.260196480755106,0.019065685134127073,1.0,1.0
snorkel,random,5,3,1,0.3512787072599526,0.0010033896025963703,0.2982463532079385,0.0003152535715686879,0.3313915744904473,0.02568715495747637,1.0,1.0
snorkel,random,5,4,1,0.600989593470769,0.004250773777438567,0.504340641189861,0.0006576715956906802,0.5580345035681431,0.04813164550059075,0.997,0.996259915722854
snorkel,random,5,5,1,0.6543921595428943,0.0013267917460136535,0.5385675037757629,0.0008529664568475969,0.5964798316593286,0.057923066950486296,1.0,1.0
snorkel,random,5,6,1,0.5295157756325802,0.0005945473274780772,0.44440709129275846,0.0005314807217335211,0.48309285690176834,0.04238184639799735,0.996,0.9949927645447671
snorkel,random,5,7,1,0.4531173969992507,0.0029201587269071516,0.387408763133171,0.00029142175543329045,0.41478736057737087,0.032450350239535714,1.0,1.0
snorkel,random,5,8,1,0.491507169792395,0.0038543108987096407,0.42621495035397156,0.00035637671139382237,0.45132734244567285,0.031855980138989104,0.998,0.9974992616218309
snorkel,random,5,9,1,0.684611333397441,0.0007190624780281335,0.559065858098445,0.000683007555745964,0.6039035278480865,0.06016007384368729,1.0,1.0
snorkel,random,5,10,1,0.271473445536075,0.00047871954667294114,0.23429547214780447,0.00022996700798917242,0.24668812994389458,0.017529049656307315,1.0,1.0
snorkel,random,5,15,1,0.1263761550339918,0.0003185094933203149,0.11441309024824534,0.00011910194262788285,0.11740385644468194,0.005183632737196079,0.992,0.9900534943685351
snorkel,random,5,20,1,0.35976372857595507,0.0013254477759063665,0.3144268837567263,0.0003810650853514284,0.32349425272057203,0.018147623826462886,0.994,0.9925277167871763
snorkel,random,5,25,1,0.556885888056939,0.00774108277307174,0.4500499090142211,0.0010759883681083367,0.4678559055213407,0.03995271885968833,0.999,0.9987507862301686
snorkel,random,5,50,1,0.4987117549954575,0.001559818623026317,0.43098060409095945,0.0006494653678732746,0.43713798144591387,0.01948685719056666,0.999,0.9987504615731861
snorkel,random,5,75,1,0.3253234696852606,0.001973805832961108,0.25981429938303213,0.0009925025678928436,0.2639086225269214,0.015893999479474,0.613,0.5790368475591818
snorkel,random,5,100,1,0.36079553862043834,0.0007247041911830216,0.3352388500182096,0.00040832957418689055,0.3364558351897442,0.0054593828285268075,0.723,0.7009199979105394
snorkel,constant,5,0,1,0.4784675715755733,0.005810283256369825,,,0.4784675715755733,0.005810283256369825,0.999,0.9987505081774701
snorkel,constant,5,1,1,0.4895740053874536,0.0025033561285071368,0.4092457113789254,0.0,0.4761859563860322,0.030023684099569514,1.0,1.0
snorkel,constant,5,2,1,0.4945659739981081,0.00013283019744635965,0.43096576899938777,0.0,0.4763944868556166,0.02873186323896253,1.0,1.0
snorkel,constant,5,3,1,0.4909275632400921,0.0014762646651295102,0.4531699322434224,0.0,0.47676845161634096,0.018316554487876578,1.0,1.0
snorkel,constant,5,4,1,0.48873936186977956,0.0033310503106816543,0.47510732617773266,2.5551472458269356e-09,0.48268067933998093,0.007214494386892009,0.999,0.9987508518972646
snorkel,constant,5,5,1,0.4961143434161772,0.0009756929991261267,0.4976644643063727,4.649162121950212e-09,0.496889403861275,0.0010376449815990942,0.998,0.9975004157707796
snorkel,constant,5,6,1,0.4934668381130803,0.000653126181146246,0.5204779491229031,5.98485247514883e-09,0.5082001713911655,0.01345683798006222,0.485,0.3836931801565914
snorkel,constant,5,7,1,0.48950197292510766,0.0029912778597652972,0.5440168679937063,0.0,0.5213023283817902,0.026945475687793333,0.368,0.22305780331283265
snorkel,constant,5,8,1,0.4816384181935346,0.0035835481307417297,0.5671343206106609,0.0,0.5342512812194585,0.04165345133154018,0.395,0.24722698114993108
